user_id,group,converted,cancelled_before_day3
trea_00512,treatment,0,0
trea_00807,treatment,0,0
cont_00325,control,0,0
trea_01235,treatment,0,0
cont_01215,control,0,0
trea_00371,treatment,0,0
trea_00172,treatment,1,0
trea_01448,treatment,0,0
cont_00422,control,0,0
cont_00796,control,1,0
trea_01438,treatment,1,0
cont_00979,control,1,0
cont_00856,control,0,0
trea_00437,treatment,0,0
trea_01394,treatment,0,0
cont_01403,control,0,1
trea_01112,treatment,0,0
cont_01461,control,0,0
trea_00918,treatment,0,0
cont_01111,control,0,0
cont_00022,control,0,0
cont_01548,control,0,0
cont_00754,control,0,0
trea_01526,treatment,0,0
cont_00931,control,0,0
trea_00887,treatment,0,0
cont_01073,control,0,0
cont_01401,control,0,0
trea_00238,treatment,0,0
trea_00288,treatment,0,0
cont_01328,control,0,0
cont_00790,control,0,0
trea_01455,treatment,0,0
trea_00862,treatment,1,0
cont_00382,control,0,0
trea_00744,treatment,1,0
trea_01370,treatment,0,0
cont_01129,control,0,0
cont_00363,control,0,0
trea_00980,treatment,1,0
trea_00995,treatment,1,0
cont_00190,control,0,0
trea_00188,treatment,0,1
cont_00924,control,0,0
cont_01368,control,0,0
cont_00222,control,0,0
cont_00972,control,0,0
cont_00385,control,1,0
cont_00791,control,0,0
cont_01094,control,0,0
trea_01315,treatment,1,0
cont_01125,control,0,0
cont_00418,control,0,0
trea_01021,treatment,0,0
cont_00800,control,0,0
cont_00676,control,0,0
trea_00886,treatment,1,0
trea_01224,treatment,0,0
trea_00728,treatment,1,0
trea_00003,treatment,0,0
trea_01343,treatment,0,0
trea_01239,treatment,0,0
cont_01101,control,0,0
trea_01028,treatment,0,0
cont_00871,control,0,0
cont_00858,control,1,0
cont_00461,control,0,0
trea_00104,treatment,0,0
cont_00726,control,0,0
cont_01023,control,0,0
trea_00063,treatment,0,0
trea_01461,treatment,0,0
trea_00015,treatment,0,0
cont_00284,control,0,0
cont_00767,control,1,0
trea_00487,treatment,0,0
cont_01143,control,0,0
trea_00391,treatment,0,0
cont_01493,control,0,1
trea_01377,treatment,0,0
trea_00582,treatment,0,0
cont_00878,control,0,0
cont_00384,control,0,0
cont_01483,control,0,0
cont_01487,control,0,0
cont_01501,control,0,0
cont_00944,control,0,0
cont_00959,control,0,0
cont_01131,control,0,0
trea_01158,treatment,0,0
cont_01205,control,0,0
cont_00971,control,1,0
cont_00429,control,0,0
cont_00464,control,0,0
cont_01194,control,0,0
cont_00814,control,0,0
trea_00349,treatment,1,0
trea_00970,treatment,0,0
trea_01172,treatment,0,0
cont_00024,control,0,0
cont_00830,control,0,0
trea_01218,treatment,1,0
trea_00646,treatment,1,0
cont_00577,control,1,0
trea_00782,treatment,0,0
trea_00069,treatment,0,0
cont_00534,control,0,0
cont_01112,control,1,0
cont_00282,control,0,0
trea_00983,treatment,0,0
cont_00562,control,0,0
trea_00614,treatment,1,0
trea_01146,treatment,0,0
trea_00966,treatment,0,0
cont_00402,control,0,0
cont_01499,control,0,0
trea_00554,treatment,0,1
trea_01495,treatment,0,0
cont_00078,control,1,0
trea_00040,treatment,0,0
trea_00921,treatment,0,0
cont_01298,control,0,1
cont_00201,control,0,0
trea_01136,treatment,0,0
cont_00566,control,0,0
cont_00160,control,0,0
trea_01300,treatment,0,0
trea_01376,treatment,0,0
cont_01027,control,0,0
cont_01466,control,0,0
trea_00963,treatment,1,0
trea_00768,treatment,0,0
cont_00155,control,1,0
cont_00543,control,0,0
trea_00433,treatment,0,0
cont_00904,control,0,0
trea_00953,treatment,0,0
trea_00322,treatment,0,0
cont_00783,control,0,0
trea_00116,treatment,1,0
trea_00262,treatment,1,0
trea_00793,treatment,0,0
trea_01090,treatment,0,0
cont_00837,control,0,0
trea_01193,treatment,0,0
trea_00820,treatment,0,0
cont_00923,control,0,0
trea_01267,treatment,0,0
cont_00688,control,0,0
trea_00985,treatment,0,0
cont_00952,control,0,0
trea_00844,treatment,0,0
trea_01361,treatment,0,1
cont_01358,control,0,0
trea_01209,treatment,0,0
cont_01260,control,0,0
cont_01423,control,0,0
cont_00604,control,0,1
trea_01207,treatment,0,0
trea_01299,treatment,0,0
trea_00280,treatment,0,0
cont_01127,control,0,0
cont_00521,control,0,0
trea_01546,treatment,1,0
trea_01206,treatment,1,0
trea_01442,treatment,0,0
trea_00818,treatment,0,0
trea_00594,treatment,1,0
cont_00626,control,0,0
cont_00447,control,1,0
cont_00810,control,0,0
trea_01243,treatment,0,0
trea_01153,treatment,0,0
cont_00415,control,0,1
trea_01107,treatment,0,0
cont_00424,control,0,0
trea_00635,treatment,0,0
trea_00539,treatment,0,0
trea_01255,treatment,0,0
trea_01304,treatment,0,0
cont_00549,control,0,0
cont_00970,control,1,0
cont_01013,control,0,0
cont_00989,control,0,0
cont_01076,control,0,1
cont_00765,control,0,0
cont_00659,control,0,0
cont_00366,control,1,0
cont_01453,control,1,0
trea_00806,treatment,1,0
trea_00720,treatment,1,0
cont_01291,control,0,0
cont_01429,control,0,0
cont_00794,control,0,0
trea_01247,treatment,0,0
trea_00160,treatment,0,0
cont_00132,control,0,0
cont_01259,control,0,0
cont_00963,control,0,0
trea_00535,treatment,0,0
trea_00700,treatment,0,0
trea_00092,treatment,0,0
trea_00457,treatment,0,1
cont_01040,control,1,0
trea_00903,treatment,0,0
trea_00491,treatment,1,0
trea_00726,treatment,0,0
trea_00829,treatment,0,0
cont_00671,control,0,0
cont_00304,control,0,1
trea_00401,treatment,1,0
cont_01096,control,1,0
cont_01380,control,0,0
trea_01450,treatment,1,0
cont_01371,control,0,0
trea_01426,treatment,0,0
trea_01177,treatment,1,0
cont_00879,control,0,0
cont_01459,control,0,1
trea_00124,treatment,0,0
trea_00403,treatment,1,0
cont_00774,control,0,0
trea_00300,treatment,0,0
trea_01436,treatment,1,0
trea_01303,treatment,1,0
cont_00267,control,0,0
trea_01412,treatment,0,0
cont_00242,control,0,0
trea_01564,treatment,1,0
cont_00888,control,0,0
cont_01276,control,0,0
cont_01079,control,0,0
cont_00350,control,0,0
cont_00762,control,0,0
cont_00757,control,0,0
cont_00491,control,1,0
trea_00569,treatment,1,0
trea_00389,treatment,0,0
trea_01527,treatment,0,0
cont_00693,control,0,0
trea_00033,treatment,0,0
cont_00776,control,0,0
cont_01482,control,0,0
trea_01381,treatment,0,1
trea_00118,treatment,0,0
trea_00874,treatment,0,0
cont_00360,control,0,0
cont_00044,control,0,0
trea_00036,treatment,0,0
trea_00845,treatment,0,0
trea_00115,treatment,0,0
cont_01135,control,1,0
trea_00317,treatment,1,0
cont_01327,control,0,0
cont_00536,control,0,0
trea_01415,treatment,1,0
cont_00356,control,0,0
cont_00581,control,0,0
cont_00405,control,0,0
trea_01473,treatment,0,0
cont_00060,control,0,0
cont_01543,control,1,0
cont_00737,control,0,0
cont_01199,control,0,0
trea_00932,treatment,1,0
cont_01532,control,0,0
trea_00907,treatment,1,0
cont_00595,control,0,1
trea_00814,treatment,0,0
trea_00213,treatment,0,0
trea_00170,treatment,0,0
cont_00061,control,0,0
trea_00957,treatment,0,0
trea_00526,treatment,0,0
cont_00020,control,0,0
trea_01064,treatment,1,0
cont_00013,control,0,0
cont_00377,control,0,0
trea_01220,treatment,0,0
trea_00696,treatment,0,0
trea_00664,treatment,0,0
trea_01281,treatment,1,0
trea_01251,treatment,0,0
cont_00489,control,0,0
cont_00436,control,0,0
cont_01457,control,1,0
trea_01340,treatment,1,0
cont_00471,control,0,0
cont_00456,control,0,0
trea_01070,treatment,0,0
cont_00007,control,0,0
cont_00449,control,1,0
cont_01015,control,0,0
trea_01144,treatment,0,0
cont_00930,control,1,0
cont_00214,control,0,0
trea_00871,treatment,0,0
trea_00936,treatment,0,0
trea_00637,treatment,1,0
cont_00613,control,0,0
cont_01261,control,0,0
cont_00687,control,0,0
trea_01011,treatment,0,0
cont_01184,control,0,0
cont_00678,control,0,0
cont_01495,control,0,0
trea_00495,treatment,1,0
trea_00299,treatment,0,0
trea_00698,treatment,1,0
trea_00301,treatment,0,0
trea_00112,treatment,0,0
cont_00140,control,0,0
cont_00412,control,1,0
cont_01311,control,0,1
cont_00410,control,0,0
trea_01335,treatment,0,0
cont_00704,control,0,0
trea_00755,treatment,1,0
trea_01385,treatment,0,0
cont_01468,control,0,0
trea_00971,treatment,0,0
cont_00486,control,1,0
trea_01272,treatment,0,1
cont_00296,control,1,0
trea_00532,treatment,0,1
trea_00882,treatment,1,0
trea_00657,treatment,0,0
cont_01060,control,1,0
trea_01013,treatment,0,0
cont_00755,control,1,0
trea_00559,treatment,1,0
cont_00702,control,1,0
trea_01486,treatment,0,1
trea_01431,treatment,0,0
trea_00638,treatment,1,0
cont_00301,control,0,0
cont_00298,control,0,0
cont_01108,control,0,1
cont_01195,control,1,0
cont_00637,control,0,0
trea_00055,treatment,0,0
trea_00191,treatment,0,0
trea_01236,treatment,0,0
trea_01170,treatment,0,0
cont_01197,control,1,0
cont_00638,control,0,0
cont_01480,control,0,0
trea_00158,treatment,1,0
cont_00090,control,0,0
cont_00281,control,0,0
cont_00497,control,0,0
trea_00520,treatment,1,0
trea_01506,treatment,0,0
trea_00163,treatment,0,0
trea_00373,treatment,0,0
cont_00862,control,0,0
cont_00727,control,0,0
cont_00524,control,0,0
cont_01042,control,0,0
trea_01245,treatment,0,0
cont_00258,control,1,0
trea_01275,treatment,0,0
trea_00026,treatment,0,0
cont_01214,control,0,0
trea_00377,treatment,1,0
trea_01121,treatment,0,0
cont_00025,control,0,0
cont_00210,control,0,0
cont_00221,control,1,0
trea_00309,treatment,0,0
cont_01203,control,0,0
trea_00108,treatment,1,0
cont_01544,control,1,0
trea_00091,treatment,0,0
cont_00053,control,0,0
trea_00626,treatment,1,0
trea_00085,treatment,0,0
trea_00959,treatment,0,0
trea_01049,treatment,1,0
cont_01494,control,0,0
trea_00833,treatment,0,0
trea_01166,treatment,0,0
trea_00663,treatment,0,1
trea_01229,treatment,0,0
trea_00623,treatment,1,0
trea_00499,treatment,0,0
trea_00341,treatment,0,0
trea_00841,treatment,1,0
trea_00109,treatment,0,0
trea_00711,treatment,1,0
trea_00600,treatment,0,0
cont_01264,control,0,0
cont_00196,control,1,0
trea_00704,treatment,0,0
trea_00719,treatment,0,0
trea_01484,treatment,1,0
cont_01555,control,0,0
trea_00311,treatment,0,0
trea_00515,treatment,0,0
trea_01508,treatment,0,0
trea_00699,treatment,0,0
trea_00206,treatment,1,0
cont_01511,control,1,0
trea_01497,treatment,1,0
trea_00566,treatment,0,0
cont_00617,control,0,0
trea_01094,treatment,0,0
cont_00905,control,0,0
cont_00126,control,0,0
cont_00261,control,0,0
trea_00013,treatment,1,0
trea_00673,treatment,0,0
cont_00641,control,0,0
trea_00706,treatment,0,0
cont_00068,control,1,0
trea_00550,treatment,0,0
cont_00175,control,0,0
trea_00068,treatment,0,0
cont_01185,control,0,1
cont_00914,control,0,0
cont_01515,control,0,1
trea_00510,treatment,0,0
cont_00898,control,0,0
cont_01268,control,0,0
trea_01288,treatment,0,0
cont_00149,control,0,0
trea_00459,treatment,1,0
cont_01064,control,0,0
cont_00683,control,0,0
cont_00111,control,0,0
cont_00697,control,0,0
trea_01520,treatment,1,0
trea_01110,treatment,1,0
cont_00220,control,0,0
trea_01489,treatment,1,0
trea_00733,treatment,0,0
trea_00602,treatment,1,0
cont_01516,control,0,0
cont_01213,control,0,0
trea_00798,treatment,0,0
trea_00610,treatment,0,0
cont_00982,control,0,0
trea_00869,treatment,0,0
cont_00198,control,0,0
trea_01501,treatment,1,0
trea_00935,treatment,1,0
cont_00128,control,0,0
cont_00636,control,0,0
cont_00674,control,0,0
trea_01078,treatment,0,0
cont_00403,control,0,0
cont_00511,control,0,0
cont_00152,control,0,0
trea_00171,treatment,0,0
cont_01412,control,0,0
trea_01156,treatment,0,0
cont_01510,control,0,0
cont_00051,control,0,1
trea_00707,treatment,1,0
trea_00943,treatment,0,0
cont_00685,control,0,0
trea_01378,treatment,0,0
cont_00802,control,0,0
cont_00010,control,0,1
cont_00647,control,0,0
trea_00350,treatment,0,0
trea_01117,treatment,0,0
cont_00860,control,0,0
cont_00569,control,0,0
cont_00096,control,0,0
cont_00459,control,0,0
trea_01256,treatment,1,0
trea_00712,treatment,0,1
trea_00514,treatment,0,0
cont_00740,control,1,0
trea_00489,treatment,0,0
cont_00955,control,0,0
cont_01061,control,0,0
trea_00284,treatment,0,0
cont_00249,control,0,0
trea_01210,treatment,0,1
trea_01538,treatment,0,0
cont_00885,control,0,1
cont_00661,control,0,0
trea_00800,treatment,0,0
cont_01331,control,0,0
cont_01378,control,0,0
trea_01561,treatment,0,0
cont_00874,control,0,0
trea_00103,treatment,0,0
cont_00929,control,1,0
cont_01147,control,1,0
cont_01394,control,0,0
cont_00517,control,0,0
trea_00596,treatment,0,0
cont_01091,control,0,0
trea_00988,treatment,0,0
cont_01419,control,0,0
trea_01350,treatment,0,0
trea_00958,treatment,0,0
trea_00398,treatment,0,0
cont_00561,control,1,0
trea_01254,treatment,0,0
trea_01445,treatment,0,1
trea_01468,treatment,0,0
trea_00303,treatment,0,1
cont_00531,control,0,0
trea_00441,treatment,0,0
trea_00017,treatment,0,0
trea_01291,treatment,0,0
cont_00262,control,0,0
trea_00693,treatment,1,0
cont_00133,control,1,0
cont_00359,control,0,0
cont_01157,control,0,0
cont_01234,control,0,0
trea_01380,treatment,0,0
trea_00552,treatment,0,0
trea_00370,treatment,1,0
trea_01109,treatment,0,0
cont_01351,control,0,0
cont_00396,control,0,0
cont_01130,control,1,0
trea_00577,treatment,0,0
trea_00087,treatment,0,0
trea_00181,treatment,0,0
trea_00492,treatment,0,0
trea_01045,treatment,0,0
trea_00855,treatment,0,0
cont_00811,control,0,0
cont_01307,control,0,0
trea_01188,treatment,0,0
cont_00014,control,1,0
cont_00428,control,0,0
trea_01425,treatment,0,0
cont_01447,control,0,0
trea_01100,treatment,0,0
trea_01050,treatment,0,0
cont_00574,control,0,0
cont_00075,control,0,0
cont_00743,control,0,0
cont_01011,control,0,1
cont_00479,control,0,0
trea_01402,treatment,0,0
trea_00831,treatment,0,1
trea_01528,treatment,0,0
cont_01280,control,1,0
cont_01256,control,0,0
trea_00785,treatment,0,0
cont_00392,control,1,0
cont_00732,control,1,0
cont_01452,control,1,0
trea_00618,treatment,0,0
trea_01192,treatment,0,0
cont_01553,control,0,0
trea_00558,treatment,0,0
cont_01521,control,0,0
trea_01143,treatment,0,0
trea_00099,treatment,0,0
cont_00910,control,0,0
cont_00395,control,0,0
trea_01298,treatment,1,0
cont_00947,control,0,0
cont_00255,control,0,0
cont_00017,control,0,0
cont_01427,control,0,0
trea_00006,treatment,1,0
cont_00362,control,0,0
cont_00792,control,0,0
trea_01466,treatment,1,0
cont_01231,control,0,0
trea_01223,treatment,0,0
cont_00722,control,0,0
cont_00252,control,1,0
trea_01329,treatment,0,0
cont_00911,control,0,0
cont_01375,control,1,0
cont_00063,control,1,0
trea_01072,treatment,0,0
cont_00158,control,0,0
cont_01333,control,0,0
cont_01329,control,1,0
trea_00046,treatment,1,0
trea_01555,treatment,1,0
cont_01102,control,0,1
cont_00804,control,1,0
cont_01561,control,0,0
trea_01491,treatment,0,0
cont_01440,control,0,0
cont_01426,control,1,0
cont_01138,control,0,1
trea_01014,treatment,0,0
cont_00355,control,0,0
cont_01377,control,0,0
cont_00019,control,0,0
cont_00008,control,0,0
trea_00472,treatment,0,0
trea_00541,treatment,0,0
trea_00381,treatment,0,0
trea_00856,treatment,0,0
cont_00273,control,0,0
cont_01416,control,1,0
trea_00538,treatment,1,0
trea_01423,treatment,0,0
cont_01227,control,1,0
trea_00923,treatment,0,0
trea_00128,treatment,0,0
cont_00699,control,0,1
cont_00658,control,0,0
cont_01356,control,0,0
trea_01178,treatment,0,0
trea_00156,treatment,1,0
cont_00927,control,0,0
cont_01449,control,0,0
trea_01433,treatment,0,0
cont_00535,control,0,1
cont_01300,control,1,0
trea_00578,treatment,0,0
cont_01396,control,1,0
trea_00750,treatment,0,0
trea_01040,treatment,0,0
trea_00215,treatment,0,0
cont_01250,control,0,0
trea_00488,treatment,0,0
cont_00884,control,1,0
cont_00572,control,0,0
cont_01139,control,1,0
cont_01484,control,0,0
cont_00286,control,0,0
trea_01074,treatment,1,0
cont_01430,control,0,0
trea_00336,treatment,0,0
trea_00249,treatment,0,0
cont_00615,control,0,0
cont_00143,control,0,0
cont_01153,control,0,0
trea_01240,treatment,0,0
cont_01513,control,0,0
cont_00330,control,0,0
trea_00333,treatment,0,0
cont_00576,control,0,0
trea_00849,treatment,0,0
cont_01198,control,1,0
trea_00429,treatment,0,0
cont_01294,control,1,0
cont_00719,control,0,0
cont_00778,control,0,0
cont_01392,control,0,0
trea_00153,treatment,0,0
cont_00513,control,0,0
cont_01224,control,0,0
cont_00559,control,0,0
cont_00987,control,0,1
cont_00123,control,0,0
cont_00001,control,0,0
cont_00342,control,0,0
cont_01337,control,0,0
cont_00592,control,0,0
trea_01226,treatment,0,0
trea_00132,treatment,0,0
trea_00209,treatment,0,0
trea_01114,treatment,0,0
cont_00002,control,0,0
trea_00670,treatment,0,0
trea_01307,treatment,0,0
trea_00192,treatment,1,0
trea_00454,treatment,1,0
cont_01100,control,0,0
trea_00287,treatment,0,1
trea_00035,treatment,0,0
trea_00255,treatment,0,0
cont_01106,control,0,0
trea_01270,treatment,1,0
trea_00586,treatment,0,0
trea_01400,treatment,0,0
trea_01514,treatment,0,0
cont_01024,control,0,0
cont_01302,control,0,0
trea_00987,treatment,0,0
trea_00605,treatment,0,0
trea_01478,treatment,0,0
trea_00325,treatment,0,0
trea_01098,treatment,0,0
cont_00623,control,1,0
cont_00257,control,1,0
trea_00042,treatment,1,0
cont_01334,control,0,0
cont_01136,control,0,0
trea_00876,treatment,1,0
cont_00504,control,0,0
cont_00207,control,0,0
trea_01359,treatment,0,0
trea_00671,treatment,0,0
cont_01134,control,0,0
trea_00815,treatment,0,0
trea_00291,treatment,0,0
trea_00853,treatment,0,0
cont_01297,control,0,0
trea_00560,treatment,0,0
cont_00059,control,0,0
cont_00991,control,0,0
trea_01429,treatment,0,0
trea_01242,treatment,0,0
cont_01132,control,0,0
cont_00951,control,0,0
cont_00651,control,0,0
cont_00124,control,0,0
trea_01475,treatment,1,0
cont_00235,control,0,0
trea_00486,treatment,0,1
trea_00666,treatment,0,0
trea_00222,treatment,1,0
trea_01162,treatment,0,0
trea_01286,treatment,0,0
cont_00484,control,0,0
cont_01200,control,0,0
trea_00836,treatment,1,0
cont_01540,control,0,0
cont_00490,control,1,0
cont_00414,control,0,0
trea_00881,treatment,0,0
trea_00413,treatment,1,0
trea_00129,treatment,0,0
cont_00769,control,0,0
trea_00647,treatment,1,0
trea_00652,treatment,0,0
cont_00845,control,0,0
trea_00396,treatment,0,0
trea_00897,treatment,0,0
cont_00202,control,0,0
cont_00798,control,0,0
cont_00610,control,0,0
trea_01214,treatment,0,1
trea_00911,treatment,0,0
cont_00055,control,0,0
cont_00371,control,0,0
trea_00346,treatment,1,0
cont_01258,control,0,0
cont_00120,control,0,0
cont_00346,control,1,0
trea_00660,treatment,1,0
trea_00901,treatment,0,0
cont_00628,control,0,0
cont_00315,control,0,0
cont_00183,control,0,0
trea_00007,treatment,0,0
trea_00795,treatment,0,0
trea_00823,treatment,0,0
cont_00294,control,0,0
cont_00584,control,0,0
cont_00344,control,0,0
trea_00307,treatment,0,0
trea_01041,treatment,1,0
cont_00234,control,0,0
trea_00973,treatment,1,0
cont_00526,control,0,1
cont_00782,control,0,0
trea_00631,treatment,0,0
cont_01081,control,1,0
trea_00194,treatment,0,0
cont_00049,control,0,0
cont_00849,control,0,0
trea_00819,treatment,0,0
cont_00895,control,0,0
trea_01032,treatment,0,0
cont_00047,control,0,0
trea_00199,treatment,0,0
cont_01006,control,0,0
cont_00092,control,0,0
cont_01206,control,0,0
cont_00822,control,0,0
trea_01104,treatment,1,0
cont_01242,control,0,0
trea_01347,treatment,0,0
trea_00086,treatment,1,0
cont_00173,control,0,0
cont_00909,control,0,0
cont_01186,control,0,0
trea_00251,treatment,0,0
trea_00152,treatment,0,0
cont_01445,control,0,0
trea_01524,treatment,0,0
trea_01504,treatment,0,0
cont_00421,control,0,0
trea_01056,treatment,0,0
cont_00563,control,0,0
trea_01483,treatment,0,0
cont_00368,control,0,0
trea_01079,treatment,0,0
trea_01175,treatment,1,0
cont_00246,control,0,0
cont_00038,control,0,0
trea_01441,treatment,0,0
trea_01516,treatment,0,0
cont_00974,control,0,0
cont_01537,control,1,0
trea_01336,treatment,1,0
trea_00633,treatment,1,0
trea_00839,treatment,0,0
cont_00108,control,0,0
cont_01551,control,0,0
cont_01181,control,0,0
cont_01109,control,0,0
cont_01267,control,0,0
trea_01457,treatment,1,0
cont_00174,control,1,0
trea_00537,treatment,0,0
cont_01318,control,0,0
cont_00253,control,1,0
cont_01321,control,0,1
cont_01149,control,1,0
cont_00632,control,0,0
trea_00323,treatment,1,0
trea_00014,treatment,0,0
trea_00064,treatment,0,0
cont_01290,control,0,0
cont_01171,control,0,0
cont_00050,control,0,0
cont_01448,control,0,1
cont_00339,control,0,0
trea_01261,treatment,0,0
cont_00181,control,0,0
cont_01322,control,0,0
cont_00568,control,0,0
trea_01033,treatment,1,0
cont_00907,control,0,0
trea_00256,treatment,0,0
cont_01373,control,0,0
cont_00093,control,0,0
cont_01107,control,0,0
cont_00694,control,0,0
cont_00809,control,0,0
trea_00653,treatment,0,0
cont_00476,control,0,0
cont_00793,control,0,1
cont_00838,control,0,0
trea_01545,treatment,0,0
cont_01360,control,0,0
trea_01419,treatment,0,0
trea_00072,treatment,0,0
cont_00182,control,1,0
cont_00666,control,0,0
cont_01490,control,0,0
trea_00208,treatment,1,0
cont_00305,control,1,0
trea_01023,treatment,0,0
cont_01366,control,1,0
cont_00921,control,0,0
cont_01559,control,0,0
cont_00943,control,1,0
trea_00455,treatment,0,0
cont_01033,control,0,0
cont_00283,control,0,0
trea_00969,treatment,0,1
trea_01101,treatment,0,0
trea_00738,treatment,0,0
trea_01444,treatment,0,0
cont_01474,control,0,0
trea_01097,treatment,0,0
cont_00973,control,1,0
cont_00772,control,0,0
trea_00034,treatment,0,1
trea_01042,treatment,0,0
trea_01435,treatment,0,1
cont_00926,control,1,0
trea_00857,treatment,1,0
cont_00634,control,0,0
cont_01173,control,0,0
cont_00985,control,0,0
cont_00855,control,1,0
trea_01342,treatment,1,0
trea_01027,treatment,0,0
trea_01113,treatment,1,0
cont_00714,control,0,0
cont_01121,control,0,0
cont_00250,control,1,0
cont_00004,control,1,0
cont_01001,control,0,0
trea_00998,treatment,0,1
trea_00111,treatment,0,0
cont_00374,control,0,0
cont_00441,control,0,0
trea_00949,treatment,0,0
trea_00254,treatment,0,0
trea_00724,treatment,0,0
trea_00265,treatment,0,0
trea_00659,treatment,0,0
cont_00099,control,0,0
cont_00863,control,1,0
trea_00701,treatment,0,0
trea_00039,treatment,0,0
cont_00291,control,0,0
cont_00292,control,0,0
trea_00054,treatment,0,0
trea_01029,treatment,0,0
cont_00995,control,0,0
cont_00602,control,1,0
cont_00621,control,0,0
trea_00756,treatment,1,0
trea_00709,treatment,1,0
cont_00760,control,0,0
trea_00431,treatment,0,0
trea_00786,treatment,1,0
cont_01070,control,1,0
cont_00082,control,0,0
trea_01149,treatment,0,0
cont_01170,control,0,0
trea_00909,treatment,1,0
cont_00247,control,0,0
cont_00225,control,0,0
cont_00836,control,0,0
trea_00179,treatment,0,0
trea_00717,treatment,0,0
cont_00243,control,0,0
trea_01405,treatment,0,0
trea_01353,treatment,0,0
trea_01328,treatment,0,1
trea_00463,treatment,1,0
trea_00367,treatment,0,0
cont_00321,control,0,0
cont_01528,control,0,0
trea_00889,treatment,0,0
cont_00969,control,0,0
cont_00932,control,0,0
trea_00751,treatment,0,0
trea_01293,treatment,0,0
cont_00241,control,0,0
cont_01083,control,1,0
trea_00201,treatment,0,0
cont_01051,control,0,0
cont_01442,control,1,0
trea_00416,treatment,0,0
cont_00264,control,0,0
cont_00937,control,0,0
cont_01456,control,1,0
cont_00992,control,0,0
trea_00627,treatment,0,0
cont_01035,control,0,0
cont_00295,control,0,0
cont_00333,control,0,0
trea_01374,treatment,1,0
cont_00853,control,0,0
trea_00739,treatment,0,0
cont_01498,control,0,0
cont_01002,control,0,0
trea_01427,treatment,0,0
trea_00340,treatment,0,0
cont_01411,control,1,0
cont_00901,control,0,0
cont_00867,control,0,0
cont_01303,control,0,0
cont_01021,control,1,0
trea_00683,treatment,1,0
trea_00954,treatment,0,0
trea_01559,treatment,0,0
trea_00529,treatment,0,1
trea_00029,treatment,0,0
trea_01259,treatment,0,1
cont_01144,control,0,0
cont_01204,control,0,0
trea_01410,treatment,1,0
cont_01077,control,0,0
cont_01386,control,0,0
cont_00756,control,0,0
cont_00159,control,1,0
cont_00913,control,0,0
cont_00439,control,0,0
trea_01179,treatment,0,0
cont_00266,control,0,0
trea_00253,treatment,0,0
cont_00870,control,0,0
cont_00127,control,0,0
cont_00188,control,0,0
trea_00913,treatment,0,0
trea_01330,treatment,0,0
trea_00130,treatment,0,0
trea_00177,treatment,0,0
cont_00600,control,0,0
cont_00401,control,0,0
trea_00294,treatment,1,0
trea_01560,treatment,0,0
cont_00788,control,0,0
cont_01342,control,1,0
trea_00603,treatment,1,0
trea_01369,treatment,0,0
cont_01546,control,0,0
cont_00573,control,1,0
trea_01392,treatment,1,0
cont_01225,control,0,0
cont_01434,control,0,0
cont_00957,control,0,0
trea_01234,treatment,0,0
cont_01388,control,0,0
trea_01095,treatment,0,0
trea_00972,treatment,1,0
trea_01200,treatment,0,0
trea_00272,treatment,0,0
cont_00510,control,0,0
trea_00788,treatment,0,0
cont_00507,control,0,0
trea_00976,treatment,1,0
cont_01063,control,0,0
cont_01527,control,0,1
trea_01257,treatment,0,0
cont_00452,control,0,0
trea_00503,treatment,0,0
trea_00165,treatment,1,0
cont_01244,control,0,1
cont_00988,control,0,0
cont_01059,control,0,0
cont_00114,control,0,0
cont_00095,control,0,0
cont_00655,control,0,0
cont_01395,control,0,0
trea_01366,treatment,0,0
trea_00813,treatment,0,0
cont_00875,control,0,0
cont_01162,control,0,0
cont_00516,control,0,0
trea_01173,treatment,0,0
trea_00590,treatment,0,0
trea_00547,treatment,0,0
trea_01060,treatment,1,0
cont_01235,control,1,0
cont_00808,control,0,0
trea_01488,treatment,0,0
cont_01414,control,0,0
trea_00245,treatment,0,0
cont_00840,control,0,0
trea_00261,treatment,0,0
trea_00088,treatment,0,0
cont_00601,control,0,0
cont_01145,control,0,0
trea_01411,treatment,0,0
cont_01409,control,1,0
cont_01284,control,0,1
cont_01246,control,0,0
trea_01308,treatment,0,0
trea_00151,treatment,1,0
cont_01211,control,0,0
cont_00236,control,1,0
cont_00618,control,0,0
trea_00691,treatment,1,0
trea_00044,treatment,0,0
trea_01390,treatment,1,0
trea_00211,treatment,0,0
cont_00673,control,0,1
trea_00079,treatment,0,0
cont_01289,control,0,0
cont_01385,control,0,0
trea_01364,treatment,0,1
trea_01536,treatment,1,0
trea_00553,treatment,0,0
cont_00040,control,0,0
cont_00596,control,0,0
trea_01129,treatment,0,0
trea_01474,treatment,0,0
trea_00599,treatment,0,0
trea_01271,treatment,0,0
trea_00313,treatment,0,0
trea_00110,treatment,0,0
trea_00127,treatment,0,1
trea_01038,treatment,0,0
cont_00565,control,0,0
cont_00934,control,0,0
trea_00161,treatment,1,0
cont_00620,control,0,0
trea_01227,treatment,0,0
trea_00737,treatment,1,0
trea_00133,treatment,0,0
cont_01525,control,1,0
cont_01089,control,0,0
cont_00349,control,0,0
cont_00701,control,0,0
trea_00502,treatment,0,0
cont_01174,control,0,0
trea_01031,treatment,0,0
trea_00374,treatment,0,0
cont_01004,control,0,0
